Model,DPO4104
Firmware Version,2.68

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,1e-08
Horizontal Delay,0.000945365
Sample Interval,2e-10
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.5
Vertical Position,-3.54
,
,
,
Label,
TIME,CH4
9.448577e-04,0.01
9.448579e-04,0.01
9.448581e-04,0.03
9.448583e-04,-0.01
9.448585e-04,0.01
9.448587e-04,-0.01
9.448589e-04,0.03
9.448591e-04,0.01
9.448593e-04,0.03
9.448595e-04,0.03
9.448597e-04,-0.01
9.448599e-04,0.03
9.448601e-04,0.01
9.448603e-04,0.03
9.448605e-04,0.03
9.448607e-04,0.03
9.448609e-04,0.01
9.448611e-04,0.03
9.448613e-04,0.03
9.448615e-04,0.01
9.448617e-04,0.01
9.448619e-04,0.01
9.448621e-04,0.01
9.448623e-04,0.03
9.448625e-04,0.01
9.448627e-04,0.01
9.448629e-04,0.01
9.448631e-04,0.03
9.448633e-04,0.01
9.448635e-04,0.01
9.448637e-04,-0.01
9.448639e-04,0.03
9.448641e-04,0.01
9.448643e-04,0.01
9.448645e-04,-0.01
9.448647e-04,-0.01
9.448649e-04,0.01
9.448651e-04,-0.01
9.448653e-04,0.03
9.448655e-04,0.03
9.448657e-04,0.01
9.448659e-04,0.01
9.448661e-04,0.03
9.448663e-04,0.05
9.448665e-04,0.01
9.448667e-04,0.03
9.448669e-04,0.05
9.448671e-04,0.01
9.448673e-04,0.03
9.448675e-04,0.03
9.448677e-04,0.01
9.448679e-04,0.03
9.448681e-04,0.03
9.448683e-04,0.03
9.448685e-04,0.01
9.448687e-04,0.03
9.448689e-04,0.03
9.448691e-04,-0.01
9.448693e-04,0.01
9.448695e-04,0.01
9.448697e-04,0.01
9.448699e-04,0.03
9.448701e-04,0.05
9.448703e-04,0.05
9.448705e-04,0.05
9.448707e-04,0.03
9.448709e-04,0.01
9.448711e-04,0.03
9.448713e-04,0.01
9.448715e-04,0.03
9.448717e-04,0.05
9.448719e-04,0.01
9.448721e-04,0.01
9.448723e-04,0.01
9.448725e-04,0.03
9.448727e-04,0.03
9.448729e-04,0.01
9.448731e-04,0.01
9.448733e-04,0.03
9.448735e-04,0.03
9.448737e-04,0.03
9.448739e-04,0.01
9.448741e-04,0.01
9.448743e-04,0.01
9.448745e-04,-0.01
9.448747e-04,-0.01
9.448749e-04,0.01
9.448751e-04,0.01
9.448753e-04,0.03
9.448755e-04,0.05
9.448757e-04,-0.01
9.448759e-04,0.03
9.448761e-04,0.03
9.448763e-04,0.03
9.448765e-04,-0.01
9.448767e-04,0.03
9.448769e-04,0.01
9.448771e-04,0.03
9.448773e-04,0.01
9.448775e-04,-0.01
9.448777e-04,0.01
9.448779e-04,0.01
9.448781e-04,-0.01
9.448783e-04,-0.01
9.448785e-04,-0.01
9.448787e-04,-0.01
9.448789e-04,0.01
9.448791e-04,0.01
9.448793e-04,0.03
9.448795e-04,0.01
9.448797e-04,0.05
9.448799e-04,0.01
9.448801e-04,0.01
9.448803e-04,0.03
9.448805e-04,0.03
9.448807e-04,0.03
9.448809e-04,0.03
9.448811e-04,0.01
9.448813e-04,-0.01
9.448815e-04,0.03
9.448817e-04,0.05
9.448819e-04,0.05
9.448821e-04,0.01
9.448823e-04,0.03
9.448825e-04,-0.01
9.448827e-04,-0.01
9.448829e-04,0.03
9.448831e-04,0.01
9.448833e-04,0.03
9.448835e-04,0.03
9.448837e-04,0.03
9.448839e-04,0.03
9.448841e-04,0.03
9.448843e-04,0.01
9.448845e-04,-0.01
9.448847e-04,0.03
9.448849e-04,0.01
9.448851e-04,0.03
9.448853e-04,0.03
9.448855e-04,0.03
9.448857e-04,0.03
9.448859e-04,0.03
9.448861e-04,0.03
9.448863e-04,0.01
9.448865e-04,-0.01
9.448867e-04,-0.03
9.448869e-04,-0.01
9.448871e-04,0.01
9.448873e-04,0.01
9.448875e-04,0.01
9.448877e-04,0.01
9.448879e-04,0.01
9.448881e-04,0.01
9.448883e-04,-0.01
9.448885e-04,0.01
9.448887e-04,0.03
9.448889e-04,0.03
9.448891e-04,0.01
9.448893e-04,0.03
9.448895e-04,0.01
9.448897e-04,0.03
9.448899e-04,0.05
9.448901e-04,0.03
9.448903e-04,0.03
9.448905e-04,0.03
9.448907e-04,0.03
9.448909e-04,-0.01
9.448911e-04,-0.01
9.448913e-04,-0.01
9.448915e-04,0.01
9.448917e-04,0.05
9.448919e-04,0.01
9.448921e-04,0.01
9.448923e-04,-0.01
9.448925e-04,0.01
9.448927e-04,0.01
9.448929e-04,0.03
9.448931e-04,0.01
9.448933e-04,-0.01
9.448935e-04,-0.01
9.448937e-04,0.01
9.448939e-04,0.01
9.448941e-04,-0.01
9.448943e-04,0.01
9.448945e-04,0.03
9.448947e-04,-0.01
9.448949e-04,0.05
9.448951e-04,0.03
9.448953e-04,0.01
9.448955e-04,-0.01
9.448957e-04,-0.01
9.448959e-04,0.01
9.448961e-04,-0.01
9.448963e-04,0.01
9.448965e-04,0.03
9.448967e-04,0.03
9.448969e-04,0.01
9.448971e-04,0.05
9.448973e-04,0.03
9.448975e-04,0.03
9.448977e-04,0.03
9.448979e-04,0.03
9.448981e-04,0.01
9.448983e-04,0.03
9.448985e-04,0.01
9.448987e-04,0.03
9.448989e-04,0.03
9.448991e-04,0.03
9.448993e-04,0.03
9.448995e-04,0.03
9.448997e-04,0.03
9.448999e-04,0.01
9.449001e-04,0.01
9.449003e-04,0.01
9.449005e-04,0.03
9.449007e-04,0.03
9.449009e-04,0.03
9.449011e-04,0.03
9.449013e-04,0.03
9.449015e-04,-0.01
9.449017e-04,0.01
9.449019e-04,-0.01
9.449021e-04,0.01
9.449023e-04,0.03
9.449025e-04,0.03
9.449027e-04,0.01
9.449029e-04,0.01
9.449031e-04,0.03
9.449033e-04,0.01
9.449035e-04,-0.01
9.449037e-04,0.03
9.449039e-04,0.03
9.449041e-04,0.01
9.449043e-04,-0.01
9.449045e-04,0.01
9.449047e-04,0.01
9.449049e-04,0.01
9.449051e-04,-0.01
9.449053e-04,0.01
9.449055e-04,0.01
9.449057e-04,-0.01
9.449059e-04,0.01
9.449061e-04,-0.01
9.449063e-04,0.03
9.449065e-04,0.03
9.449067e-04,0.01
9.449069e-04,-0.01
9.449071e-04,0.03
9.449073e-04,0.03
9.449075e-04,0.03
9.449077e-04,0.01
9.449079e-04,0.01
9.449081e-04,0.01
9.449083e-04,0.01
9.449085e-04,-0.01
9.449087e-04,0.03
9.449089e-04,0.01
9.449091e-04,0.01
9.449093e-04,0.01
9.449095e-04,0.03
9.449097e-04,0.01
9.449099e-04,0.03
9.449101e-04,0.05
9.449103e-04,0.03
9.449105e-04,0.03
9.449107e-04,-0.01
9.449109e-04,-0.03
9.449111e-04,0.03
9.449113e-04,0.03
9.449115e-04,0.03
9.449117e-04,0.01
9.449119e-04,0.01
9.449121e-04,0.01
9.449123e-04,0.03
9.449125e-04,0.03
9.449127e-04,0.03
9.449129e-04,0.03
9.449131e-04,0.01
9.449133e-04,0.01
9.449135e-04,0.01
9.449137e-04,0.03
9.449139e-04,0.05
9.449141e-04,0.01
9.449143e-04,0.05
9.449145e-04,0.01
9.449147e-04,0.03
9.449149e-04,0.01
9.449151e-04,0.05
9.449153e-04,0.03
9.449155e-04,0.01
9.449157e-04,0.03
9.449159e-04,0.03
9.449161e-04,0.01
9.449163e-04,0.03
9.449165e-04,0.03
9.449167e-04,0.03
9.449169e-04,-0.01
9.449171e-04,-0.01
9.449173e-04,0.03
9.449175e-04,0.03
9.449177e-04,0.01
9.449179e-04,0.01
9.449181e-04,0.03
9.449183e-04,0.03
9.449185e-04,0.01
9.449187e-04,0.01
9.449189e-04,-0.01
9.449191e-04,0.01
9.449193e-04,0.01
9.449195e-04,0.01
9.449197e-04,0.01
9.449199e-04,0.03
9.449201e-04,0.01
9.449203e-04,0.03
9.449205e-04,0.01
9.449207e-04,-0.01
9.449209e-04,0.01
9.449211e-04,0.03
9.449213e-04,0.01
9.449215e-04,0.03
9.449217e-04,0.01
9.449219e-04,0.01
9.449221e-04,0.01
9.449223e-04,-0.01
9.449225e-04,0.03
9.449227e-04,0.01
9.449229e-04,0.01
9.449231e-04,-0.01
9.449233e-04,-0.01
9.449235e-04,-0.01
9.449237e-04,0.01
9.449239e-04,0.03
9.449241e-04,0.03
9.449243e-04,0.03
9.449245e-04,0.01
9.449247e-04,0.03
9.449249e-04,0.03
9.449251e-04,0.03
9.449253e-04,-0.01
9.449255e-04,0.03
9.449257e-04,0.03
9.449259e-04,0.05
9.449261e-04,0.01
9.449263e-04,0.03
9.449265e-04,-0.01
9.449267e-04,0.03
9.449269e-04,0.03
9.449271e-04,0.03
9.449273e-04,-0.01
9.449275e-04,0.01
9.449277e-04,0.01
9.449279e-04,0.03
9.449281e-04,-0.01
9.449283e-04,0.01
9.449285e-04,0.01
9.449287e-04,0.03
9.449289e-04,0.03
9.449291e-04,0.05
9.449293e-04,0.03
9.449295e-04,0.03
9.449297e-04,0.01
9.449299e-04,0.01
9.449301e-04,-0.01
9.449303e-04,0.01
9.449305e-04,-0.01
9.449307e-04,0.01
9.449309e-04,0.01
9.449311e-04,0.03
9.449313e-04,0.01
9.449315e-04,0.01
9.449317e-04,0.01
9.449319e-04,0.01
9.449321e-04,0.03
9.449323e-04,0.01
9.449325e-04,-0.01
9.449327e-04,0.01
9.449329e-04,0.01
9.449331e-04,0.01
9.449333e-04,0.01
9.449335e-04,0.01
9.449337e-04,0.01
9.449339e-04,0.01
9.449341e-04,0.03
9.449343e-04,0.01
9.449345e-04,0.03
9.449347e-04,0.03
9.449349e-04,0.03
9.449351e-04,0.01
9.449353e-04,0.03
9.449355e-04,0.01
9.449357e-04,0.03
9.449359e-04,0.03
9.449361e-04,0.03
9.449363e-04,0.03
9.449365e-04,0.01
9.449367e-04,0.03
9.449369e-04,0.05
9.449371e-04,0.03
9.449373e-04,0.05
9.449375e-04,0.05
9.449377e-04,0.03
9.449379e-04,0.01
9.449381e-04,0.03
9.449383e-04,0.03
9.449385e-04,0.03
9.449387e-04,0.03
9.449389e-04,0.03
9.449391e-04,0.01
9.449393e-04,0.01
9.449395e-04,0.01
9.449397e-04,0.03
9.449399e-04,0.05
9.449401e-04,0.03
9.449403e-04,0.01
9.449405e-04,0.01
9.449407e-04,0.03
9.449409e-04,0.01
9.449411e-04,0.03
9.449413e-04,0.03
9.449415e-04,0.03
9.449417e-04,0.03
9.449419e-04,0.01
9.449421e-04,-0.01
9.449423e-04,-0.01
9.449425e-04,0.01
9.449427e-04,0.03
9.449429e-04,0.01
9.449431e-04,0.01
9.449433e-04,0.05
9.449435e-04,0.07
9.449437e-04,0.03
9.449439e-04,0.03
9.449441e-04,0.01
9.449443e-04,0.01
9.449445e-04,0.01
9.449447e-04,0.01
9.449449e-04,0.03
9.449451e-04,0.03
9.449453e-04,-0.01
9.449455e-04,0.03
9.449457e-04,0.03
9.449459e-04,0.03
9.449461e-04,0.03
9.449463e-04,0.05
9.449465e-04,0.01
9.449467e-04,-0.01
9.449469e-04,-0.01
9.449471e-04,0.03
9.449473e-04,0.03
9.449475e-04,0.01
9.449477e-04,0.01
9.449479e-04,0.01
9.449481e-04,0.03
9.449483e-04,-0.01
9.449485e-04,0.03
9.449487e-04,0.03
9.449489e-04,0.05
9.449491e-04,0.01
9.449493e-04,0.01
9.449495e-04,0.01
9.449497e-04,0.03
9.449499e-04,-0.01
9.449501e-04,0.03
9.449503e-04,0.03
9.449505e-04,0.03
9.449507e-04,0.03
9.449509e-04,0.01
9.449511e-04,-0.01
9.449513e-04,0.01
9.449515e-04,-0.01
9.449517e-04,0.01
9.449519e-04,0.01
9.449521e-04,0.03
9.449523e-04,0.03
9.449525e-04,0.01
9.449527e-04,0.01
9.449529e-04,0.01
9.449531e-04,0.03
9.449533e-04,0.01
9.449535e-04,0.03
9.449537e-04,0.03
9.449539e-04,0.01
9.449541e-04,0.01
9.449543e-04,-0.01
9.449545e-04,0.01
9.449547e-04,0.03
9.449549e-04,-0.01
9.449551e-04,0.03
9.449553e-04,-0.01
9.449555e-04,0.01
9.449557e-04,0.01
9.449559e-04,0.01
9.449561e-04,0.05
9.449563e-04,0.01
9.449565e-04,-0.03
9.449567e-04,-0.01
9.449569e-04,0.01
9.449571e-04,0.01
9.449573e-04,0.03
9.449575e-04,0.01
9.449577e-04,0.01
9.449579e-04,0.03
9.449581e-04,0.01
9.449583e-04,0.03
9.449585e-04,0.03
9.449587e-04,0.01
9.449589e-04,0.01
9.449591e-04,0.01
9.449593e-04,0.03
9.449595e-04,0.03
9.449597e-04,0.01
9.449599e-04,0.03
9.449601e-04,0.05
9.449603e-04,0.03
9.449605e-04,0.03
9.449607e-04,0.03
9.449609e-04,0.03
9.449611e-04,0.01
9.449613e-04,0.01
9.449615e-04,0.01
9.449617e-04,0.01
9.449619e-04,0.01
9.449621e-04,0.03
9.449623e-04,0.01
9.449625e-04,0.01
9.449627e-04,0.03
9.449629e-04,0.01
9.449631e-04,0.01
9.449633e-04,0.01
9.449635e-04,0.01
9.449637e-04,0.01
9.449639e-04,0.01
9.449641e-04,0.03
9.449643e-04,0.03
9.449645e-04,0.01
9.449647e-04,0.01
9.449649e-04,0.03
9.449651e-04,0.03
9.449653e-04,0.01
9.449655e-04,0.03
9.449657e-04,0.03
9.449659e-04,0.03
9.449661e-04,0.03
9.449663e-04,0.01
9.449665e-04,0.03
9.449667e-04,0.03
9.449669e-04,0.03
9.449671e-04,0.01
9.449673e-04,0.01
9.449675e-04,0.01
9.449677e-04,0.05
9.449679e-04,0.01
9.449681e-04,0.01
9.449683e-04,0.01
9.449685e-04,0.01
9.449687e-04,0.01
9.449689e-04,-0.01
9.449691e-04,0.01
9.449693e-04,0.01
9.449695e-04,0.03
9.449697e-04,0.03
9.449699e-04,0.01
9.449701e-04,-0.01
9.449703e-04,0.03
9.449705e-04,0.01
9.449707e-04,0.01
9.449709e-04,0.03
9.449711e-04,0.01
9.449713e-04,0.03
9.449715e-04,0.03
9.449717e-04,0.03
9.449719e-04,0.01
9.449721e-04,0.03
9.449723e-04,0.01
9.449725e-04,0.03
9.449727e-04,0.03
9.449729e-04,0.03
9.449731e-04,0.03
9.449733e-04,0.01
9.449735e-04,0.01
9.449737e-04,0.05
9.449739e-04,0.03
9.449741e-04,0.01
9.449743e-04,0.03
9.449745e-04,0.01
9.449747e-04,0.03
9.449749e-04,0.01
9.449751e-04,0.03
9.449753e-04,0.01
9.449755e-04,0.01
9.449757e-04,-0.01
9.449759e-04,0.01
9.449761e-04,0.01
9.449763e-04,0.01
9.449765e-04,0.03
9.449767e-04,0.03
9.449769e-04,0.03
9.449771e-04,0.03
9.449773e-04,0.01
9.449775e-04,-0.01
9.449777e-04,0.01
9.449779e-04,0.01
9.449781e-04,0.01
9.449783e-04,0.03
9.449785e-04,0.03
9.449787e-04,0.01
9.449789e-04,0.01
9.449791e-04,0.01
9.449793e-04,0.01
9.449795e-04,0.01
9.449797e-04,0.01
9.449799e-04,0.01
9.449801e-04,0.01
9.449803e-04,0.01
9.449805e-04,0.01
9.449807e-04,0.01
9.449809e-04,0.01
9.449811e-04,0.03
9.449813e-04,0.01
9.449815e-04,0.01
9.449817e-04,0.01
9.449819e-04,0.01
9.449821e-04,0.01
9.449823e-04,0.01
9.449825e-04,0.01
9.449827e-04,0.01
9.449829e-04,0.03
9.449831e-04,0.01
9.449833e-04,0.03
9.449835e-04,0.05
9.449837e-04,0.03
9.449839e-04,0.01
9.449841e-04,0.01
9.449843e-04,0.03
9.449845e-04,0.01
9.449847e-04,0.01
9.449849e-04,0.03
9.449851e-04,0.03
9.449853e-04,0.01
9.449855e-04,0.03
9.449857e-04,0.01
9.449859e-04,0.01
9.449861e-04,0.01
9.449863e-04,0.01
9.449865e-04,0.01
9.449867e-04,0.01
9.449869e-04,0.05
9.449871e-04,0.05
9.449873e-04,0.03
9.449875e-04,0.03
9.449877e-04,0.05
9.449879e-04,0.03
9.449881e-04,0.01
9.449883e-04,0.01
9.449885e-04,0.01
9.449887e-04,0.01
9.449889e-04,0.03
9.449891e-04,0.01
9.449893e-04,-0.01
9.449895e-04,0.03
9.449897e-04,0.01
9.449899e-04,-0.01
9.449901e-04,0.01
9.449903e-04,0.05
9.449905e-04,0.01
9.449907e-04,0.03
9.449909e-04,0.05
9.449911e-04,0.05
9.449913e-04,0.03
9.449915e-04,0.01
9.449917e-04,0.03
9.449919e-04,0.03
9.449921e-04,0.01
9.449923e-04,-0.01
9.449925e-04,0.01
9.449927e-04,0.01
9.449929e-04,0.01
9.449931e-04,0.01
9.449933e-04,0.03
9.449935e-04,0.03
9.449937e-04,0.03
9.449939e-04,-0.01
9.449941e-04,0.03
9.449943e-04,0.03
9.449945e-04,0.03
9.449947e-04,0.03
9.449949e-04,0.01
9.449951e-04,0.01
9.449953e-04,0.03
9.449955e-04,0.01
9.449957e-04,0.01
9.449959e-04,0.03
9.449961e-04,-0.01
9.449963e-04,0.01
9.449965e-04,0.03
9.449967e-04,0.03
9.449969e-04,0.01
9.449971e-04,0.01
9.449973e-04,0.03
9.449975e-04,0.03
9.449977e-04,0.03
9.449979e-04,0.05
9.449981e-04,0.03
9.449983e-04,-0.01
9.449985e-04,0.03
9.449987e-04,-0.01
9.449989e-04,-0.01
9.449991e-04,0.03
9.449993e-04,0.01
9.449995e-04,0.01
9.449997e-04,0.01
9.449999e-04,0.03
9.450001e-04,0.03
9.450003e-04,0.01
9.450005e-04,-0.01
9.450007e-04,0.01
9.450009e-04,0.01
9.450011e-04,-0.01
9.450013e-04,0.01
9.450015e-04,0.03
9.450017e-04,0.01
9.450019e-04,0.01
9.450021e-04,0.01
9.450023e-04,0.03
9.450025e-04,0.03
9.450027e-04,0.01
9.450029e-04,0.01
9.450031e-04,0.01
9.450033e-04,0.03
9.450035e-04,0.03
9.450037e-04,0.01
9.450039e-04,0.01
9.450041e-04,-0.01
9.450043e-04,0.01
9.450045e-04,0.01
9.450047e-04,0.01
9.450049e-04,0.03
9.450051e-04,0.01
9.450053e-04,0.01
9.450055e-04,0.01
9.450057e-04,0.01
9.450059e-04,-0.01
9.450061e-04,0.03
9.450063e-04,0.03
9.450065e-04,0.01
9.450067e-04,0.01
9.450069e-04,0.01
9.450071e-04,0.03
9.450073e-04,0.01
9.450075e-04,0.03
9.450077e-04,0.01
9.450079e-04,0.03
9.450081e-04,0.05
9.450083e-04,0.01
9.450085e-04,0.03
9.450087e-04,0.01
9.450089e-04,0.01
9.450091e-04,0.01
9.450093e-04,0.03
9.450095e-04,0.01
9.450097e-04,0.01
9.450099e-04,0.01
9.450101e-04,0.01
9.450103e-04,0.03
9.450105e-04,0.01
9.450107e-04,-0.01
9.450109e-04,-0.01
9.450111e-04,0.03
9.450113e-04,0.03
9.450115e-04,0.01
9.450117e-04,0.03
9.450119e-04,0.05
9.450121e-04,0.03
9.450123e-04,0.01
9.450125e-04,0.01
9.450127e-04,0.03
9.450129e-04,0.03
9.450131e-04,0.01
9.450133e-04,0.01
9.450135e-04,0.01
9.450137e-04,0.01
9.450139e-04,0.01
9.450141e-04,-0.03
9.450143e-04,-0.01
9.450145e-04,0.03
9.450147e-04,0.03
9.450149e-04,0.03
9.450151e-04,0.03
9.450153e-04,0.03
9.450155e-04,0.01
9.450157e-04,0.01
9.450159e-04,-0.01
9.450161e-04,-0.01
9.450163e-04,-0.01
9.450165e-04,-0.01
9.450167e-04,-0.01
9.450169e-04,0.03
9.450171e-04,0.01
9.450173e-04,0.03
9.450175e-04,0.05
9.450177e-04,0.03
9.450179e-04,0.01
9.450181e-04,0.01
9.450183e-04,-0.01
9.450185e-04,0.01
9.450187e-04,0.03
9.450189e-04,0.03
9.450191e-04,0.03
9.450193e-04,0.03
9.450195e-04,0.01
9.450197e-04,0.03
9.450199e-04,0.01
9.450201e-04,0.03
9.450203e-04,0.01
9.450205e-04,0.03
9.450207e-04,0.03
9.450209e-04,0.01
9.450211e-04,-0.01
9.450213e-04,0.01
9.450215e-04,0.01
9.450217e-04,0.01
9.450219e-04,0.03
9.450221e-04,0.01
9.450223e-04,0.01
9.450225e-04,0.01
9.450227e-04,0.03
9.450229e-04,0.03
9.450231e-04,0.03
9.450233e-04,0.03
9.450235e-04,-0.01
9.450237e-04,0.01
9.450239e-04,0.01
9.450241e-04,0.01
9.450243e-04,0.01
9.450245e-04,0.01
9.450247e-04,0.01
9.450249e-04,0.03
9.450251e-04,0.03
9.450253e-04,-0.01
9.450255e-04,0.01
9.450257e-04,0.01
9.450259e-04,0.01
9.450261e-04,-0.01
9.450263e-04,0.03
9.450265e-04,0.01
9.450267e-04,0.01
9.450269e-04,0.01
9.450271e-04,-0.01
9.450273e-04,0.01
9.450275e-04,0.05
9.450277e-04,0.03
9.450279e-04,0.03
9.450281e-04,0.01
9.450283e-04,-0.01
9.450285e-04,0.01
9.450287e-04,0.03
9.450289e-04,0.03
9.450291e-04,0.01
9.450293e-04,0.03
9.450295e-04,0.01
9.450297e-04,-0.01
9.450299e-04,0.01
9.450301e-04,0.03
9.450303e-04,0.03
9.450305e-04,0.03
9.450307e-04,0.01
9.450309e-04,0.01
9.450311e-04,0.01
9.450313e-04,0.01
9.450315e-04,0.05
9.450317e-04,0.01
9.450319e-04,0.03
9.450321e-04,0.01
9.450323e-04,-0.01
9.450325e-04,-0.01
9.450327e-04,0.01
9.450329e-04,0.01
9.450331e-04,0.03
9.450333e-04,0.01
9.450335e-04,0.01
9.450337e-04,0.05
9.450339e-04,0.01
9.450341e-04,0.03
9.450343e-04,0.01
9.450345e-04,0.01
9.450347e-04,0.03
9.450349e-04,0.01
9.450351e-04,-0.03
9.450353e-04,-0.01
9.450355e-04,0.01
9.450357e-04,0.03
9.450359e-04,0.03
9.450361e-04,0.05
9.450363e-04,0.03
9.450365e-04,0.05
9.450367e-04,0.01
9.450369e-04,0.01
9.450371e-04,0.03
9.450373e-04,0.03
9.450375e-04,0.03
9.450377e-04,0.01
9.450379e-04,0.01
9.450381e-04,0.01
9.450383e-04,0.01
9.450385e-04,-0.01
9.450387e-04,-0.01
9.450389e-04,0.01
9.450391e-04,0.03
9.450393e-04,0.03
9.450395e-04,0.03
9.450397e-04,0.01
9.450399e-04,0.03
9.450401e-04,0.03
9.450403e-04,0.03
9.450405e-04,0.03
9.450407e-04,0.01
9.450409e-04,0.01
9.450411e-04,-0.01
9.450413e-04,0.01
9.450415e-04,0.03
9.450417e-04,0.03
9.450419e-04,0.03
9.450421e-04,-0.01
9.450423e-04,-0.01
9.450425e-04,0.01
9.450427e-04,0.03
9.450429e-04,0.03
9.450431e-04,0.03
9.450433e-04,0.01
9.450435e-04,-0.01
9.450437e-04,0.01
9.450439e-04,0.01
9.450441e-04,0.03
9.450443e-04,0.03
9.450445e-04,0.01
9.450447e-04,0.03
9.450449e-04,0.01
9.450451e-04,0.01
9.450453e-04,0.03
9.450455e-04,0.05
9.450457e-04,0.01
9.450459e-04,0.03
9.450461e-04,0.05
9.450463e-04,0.01
9.450465e-04,-0.01
9.450467e-04,0.03
9.450469e-04,0.01
9.450471e-04,0.01
9.450473e-04,0.01
9.450475e-04,0.03
9.450477e-04,0.03
9.450479e-04,0.01
9.450481e-04,0.03
9.450483e-04,0.01
9.450485e-04,0.01
9.450487e-04,0.01
9.450489e-04,0.01
9.450491e-04,0.01
9.450493e-04,0.01
9.450495e-04,0.03
9.450497e-04,0.01
9.450499e-04,0.03
9.450501e-04,0.03
9.450503e-04,0.01
9.450505e-04,0.01
9.450507e-04,0.01
9.450509e-04,0.01
9.450511e-04,0.01
9.450513e-04,0.01
9.450515e-04,0.01
9.450517e-04,-0.01
9.450519e-04,-0.01
9.450521e-04,0.01
9.450523e-04,0.03
9.450525e-04,0.03
9.450527e-04,0.03
9.450529e-04,0.01
9.450531e-04,0.01
9.450533e-04,0.03
9.450535e-04,0.01
9.450537e-04,0.03
9.450539e-04,0.01
9.450541e-04,0.01
9.450543e-04,0.03
9.450545e-04,0.01
9.450547e-04,-0.01
9.450549e-04,0.01
9.450551e-04,0.03
9.450553e-04,0.03
9.450555e-04,0.03
9.450557e-04,-0.01
9.450559e-04,-0.01
9.450561e-04,0.03
9.450563e-04,0.01
9.450565e-04,-0.01
9.450567e-04,0.03
9.450569e-04,0.03
9.450571e-04,0.01
9.450573e-04,0.03
9.450575e-04,0.03
9.450577e-04,0.01
9.450579e-04,0.01
9.450581e-04,-0.01
9.450583e-04,0.01
9.450585e-04,0.01
9.450587e-04,0.03
9.450589e-04,0.03
9.450591e-04,-0.01
9.450593e-04,-0.03
9.450595e-04,-0.01
9.450597e-04,0.01
9.450599e-04,0.01
9.450601e-04,0.03
9.450603e-04,0.03
9.450605e-04,0.03
9.450607e-04,0.05
9.450609e-04,0.01
9.450611e-04,-0.01
9.450613e-04,0.01
9.450615e-04,0.01
9.450617e-04,0.03
9.450619e-04,0.03
9.450621e-04,0.01
9.450623e-04,0.01
9.450625e-04,-0.01
9.450627e-04,0.01
9.450629e-04,0.03
9.450631e-04,0.03
9.450633e-04,0.01
9.450635e-04,0.01
9.450637e-04,0.03
9.450639e-04,0.03
9.450641e-04,-0.01
9.450643e-04,0.01
9.450645e-04,-0.01
9.450647e-04,0.01
9.450649e-04,0.01
9.450651e-04,0.01
9.450653e-04,0.01
9.450655e-04,0.01
9.450657e-04,0.01
9.450659e-04,0.03
9.450661e-04,0.01
9.450663e-04,0.03
9.450665e-04,0.01
9.450667e-04,0.03
9.450669e-04,0.01
9.450671e-04,0.01
9.450673e-04,0.01
9.450675e-04,0.03
9.450677e-04,0.03
9.450679e-04,-0.01
9.450681e-04,-0.01
9.450683e-04,0.01
9.450685e-04,0.03
9.450687e-04,0.03
9.450689e-04,0.01
9.450691e-04,0.03
9.450693e-04,0.01
9.450695e-04,0.01
9.450697e-04,0.01
9.450699e-04,0.01
9.450701e-04,-0.01
9.450703e-04,0.03
9.450705e-04,0.03
9.450707e-04,0.03
9.450709e-04,0.03
9.450711e-04,0.03
9.450713e-04,0.03
9.450715e-04,0.01
9.450717e-04,-0.01
9.450719e-04,0.03
9.450721e-04,0.03
9.450723e-04,-0.01
9.450725e-04,-0.01
9.450727e-04,0.03
9.450729e-04,0.01
9.450731e-04,0.01
9.450733e-04,0.01
9.450735e-04,-0.01
9.450737e-04,0.01
9.450739e-04,0.01
9.450741e-04,0.01
9.450743e-04,0.01
9.450745e-04,0.01
9.450747e-04,0.03
9.450749e-04,0.03
9.450751e-04,0.01
9.450753e-04,-0.01
9.450755e-04,0.01
9.450757e-04,-0.01
9.450759e-04,0.03
9.450761e-04,0.01
9.450763e-04,0.03
9.450765e-04,0.01
9.450767e-04,0.01
9.450769e-04,0.01
9.450771e-04,-0.01
9.450773e-04,0.01
9.450775e-04,0.03
9.450777e-04,0.03
9.450779e-04,0.03
9.450781e-04,0.01
9.450783e-04,0.03
9.450785e-04,0.01
9.450787e-04,0.03
9.450789e-04,0.01
9.450791e-04,-0.01
9.450793e-04,0.03
9.450795e-04,0.05
9.450797e-04,0.05
9.450799e-04,0.03
9.450801e-04,0.01
9.450803e-04,0.03
9.450805e-04,0.03
9.450807e-04,0.03
9.450809e-04,0.03
9.450811e-04,0.03
9.450813e-04,0.03
9.450815e-04,0.01
9.450817e-04,0.01
9.450819e-04,-0.01
9.450821e-04,0.03
9.450823e-04,0.01
9.450825e-04,-0.01
9.450827e-04,-0.01
9.450829e-04,0.03
9.450831e-04,0.05
9.450833e-04,0.01
9.450835e-04,0.01
9.450837e-04,0.01
9.450839e-04,0.03
9.450841e-04,0.03
9.450843e-04,0.03
9.450845e-04,0.01
9.450847e-04,0.03
9.450849e-04,0.01
9.450851e-04,0.01
