TYPE,TRACE,A

DATE & TIME,04Nov2023 07:28PM MST
INSTRUMENT,86140A,SN US38380207,REV A.01.01
AIR/VACUUM/STP,VACUUM

TRACE,A
START,1025.000
STOP,1035.000
HORIZONTAL SCALE,nm
LENGTH (pts),1001
RBW (nm),0.10
VBW (Hz),3000

REFERENCE LEVEL (dBm),-28.31
VERTICAL SCALE,dBm
SENSITIVITY (dBm),-59.58

AVERAGING,10
MIN,OFF
MAX,OFF
SMOOTHING,OFF
TRACE MATH,OFF

MARKER,1
MARKER TRACE,A
MARKER X POSITION,1030.000
MARKER AMPLITUDE,-51.268
MARKER UNITS,dBm

INDEX,A
1,-65.454
2,-65.528
3,-65.461
4,-66.076
5,-66.212
6,-66.042
7,-65.451
8,-65.988
9,-66.012
10,-66.322
11,-66.348
12,-66.775
13,-66.681
14,-66.353
15,-65.939
16,-66.527
17,-67.074
18,-66.654
19,-66.970
20,-67.265
21,-66.183
22,-66.460
23,-66.780
24,-67.103
25,-66.540
26,-66.902
27,-66.672
28,-66.957
29,-67.216
30,-67.060
31,-67.302
32,-67.649
33,-67.035
34,-67.104
35,-66.580
36,-67.124
37,-66.516
38,-66.459
39,-67.221
40,-67.807
41,-67.184
42,-67.098
43,-67.245
44,-67.546
45,-67.928
46,-67.106
47,-66.712
48,-67.481
49,-67.220
50,-67.552
51,-67.347
52,-67.266
53,-67.434
54,-67.521
55,-67.329
56,-66.953
57,-67.677
58,-67.413
59,-67.447
60,-66.875
61,-67.843
62,-67.561
63,-66.426
64,-66.875
65,-66.953
66,-66.769
67,-67.336
68,-66.942
69,-67.338
70,-67.332
71,-66.738
72,-66.605
73,-67.297
74,-67.198
75,-66.333
76,-66.599
77,-66.462
78,-66.584
79,-66.313
80,-66.122
81,-66.135
82,-66.256
83,-65.617
84,-65.880
85,-65.774
86,-66.588
87,-66.318
88,-65.662
89,-64.990
90,-65.309
91,-65.380
92,-65.249
93,-65.230
94,-65.332
95,-65.478
96,-65.205
97,-64.986
98,-64.778
99,-64.752
100,-64.606
101,-65.091
102,-64.435
103,-64.851
104,-64.253
105,-64.158
106,-64.224
107,-64.379
108,-64.276
109,-63.821
110,-63.887
111,-63.852
112,-63.869
113,-64.022
114,-63.906
115,-64.262
116,-63.584
117,-64.154
118,-64.058
119,-63.613
120,-63.558
121,-63.504
122,-63.600
123,-63.645
124,-63.497
125,-63.231
126,-63.406
127,-63.116
128,-63.125
129,-63.021
130,-62.832
131,-63.234
132,-63.074
133,-62.603
134,-62.648
135,-62.888
136,-62.591
137,-63.093
138,-62.593
139,-62.427
140,-62.364
141,-61.942
142,-62.240
143,-62.176
144,-61.799
145,-62.045
146,-61.418
147,-61.856
148,-61.375
149,-61.695
150,-61.353
151,-61.528
152,-61.212
153,-61.304
154,-61.401
155,-61.107
156,-61.421
157,-60.904
158,-61.150
159,-60.634
160,-60.974
161,-60.763
162,-60.924
163,-60.866
164,-60.985
165,-60.845
166,-60.812
167,-60.928
168,-60.637
169,-60.738
170,-60.906
171,-60.648
172,-60.559
173,-60.730
174,-60.883
175,-60.921
176,-60.504
177,-60.846
178,-60.896
179,-60.741
180,-60.585
181,-60.385
182,-60.944
183,-60.570
184,-60.686
185,-61.116
186,-60.480
187,-60.650
188,-60.314
189,-60.339
190,-60.897
191,-60.168
192,-60.190
193,-60.480
194,-60.094
195,-60.045
196,-59.984
197,-59.565
198,-59.839
199,-59.775
200,-59.165
201,-59.707
202,-59.390
203,-59.557
204,-59.538
205,-59.107
206,-59.330
207,-59.270
208,-59.354
209,-59.369
210,-59.097
211,-59.389
212,-59.185
213,-59.255
214,-59.340
215,-59.077
216,-59.497
217,-59.060
