Model,DPO4104
Firmware Version,2.68

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,2e-08
Horizontal Delay,0.000945352
Sample Interval,2e-10
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,1
Vertical Position,-1.98
,
,
,
Label,
TIME,CH4
9.448396e-04,0.06
9.448398e-04,0.02
9.448400e-04,0.1
9.448402e-04,0.06
9.448404e-04,0.02
9.448406e-04,0.02
9.448408e-04,0.06
9.448410e-04,0.06
9.448412e-04,0.06
9.448414e-04,0.02
9.448416e-04,-0.02
9.448418e-04,0.06
9.448420e-04,0.06
9.448422e-04,0.06
9.448424e-04,-0.02
9.448426e-04,0.02
9.448428e-04,0.06
9.448430e-04,0.06
9.448432e-04,0.02
9.448434e-04,0.06
9.448436e-04,0.06
9.448438e-04,0.02
9.448440e-04,0.06
9.448442e-04,0.02
9.448444e-04,-0.02
9.448446e-04,0.02
9.448448e-04,0.02
9.448450e-04,0.02
9.448452e-04,0.02
9.448454e-04,0.06
9.448456e-04,0.02
9.448458e-04,0.1
9.448460e-04,0.02
9.448462e-04,0.1
9.448464e-04,0.06
9.448466e-04,0.06
9.448468e-04,0.06
9.448470e-04,0.06
9.448472e-04,0.06
9.448474e-04,0.06
9.448476e-04,0.02
9.448478e-04,0.06
9.448480e-04,0.02
9.448482e-04,0.02
9.448484e-04,0.02
9.448486e-04,-0.02
9.448488e-04,0.02
9.448490e-04,0.02
9.448492e-04,0.02
9.448494e-04,0.02
9.448496e-04,0.06
9.448498e-04,0.06
9.448500e-04,0.02
9.448502e-04,0.06
9.448504e-04,0.06
9.448506e-04,-0.02
9.448508e-04,-0.02
9.448510e-04,-0.02
9.448512e-04,0.02
9.448514e-04,0.02
9.448516e-04,0.06
9.448518e-04,0.06
9.448520e-04,0.06
9.448522e-04,0.02
9.448524e-04,0.06
9.448526e-04,0.02
9.448528e-04,0.06
9.448530e-04,0.06
9.448532e-04,0.02
9.448534e-04,0.02
9.448536e-04,0.02
9.448538e-04,0.02
9.448540e-04,0.02
9.448542e-04,0.06
9.448544e-04,0.02
9.448546e-04,-0.02
9.448548e-04,-0.02
9.448550e-04,-0.02
9.448552e-04,0.02
9.448554e-04,0.02
9.448556e-04,0.02
9.448558e-04,0.02
9.448560e-04,0.02
9.448562e-04,-0.02
9.448564e-04,0.02
9.448566e-04,0.02
9.448568e-04,0.02
9.448570e-04,0.02
9.448572e-04,0.06
9.448574e-04,0.02
9.448576e-04,0.02
9.448578e-04,0.02
9.448580e-04,0.02
9.448582e-04,0.02
9.448584e-04,0.06
9.448586e-04,0.02
9.448588e-04,0.02
9.448590e-04,0.02
9.448592e-04,0.06
9.448594e-04,0.02
9.448596e-04,0.06
9.448598e-04,0.06
9.448600e-04,0.02
9.448602e-04,0.02
9.448604e-04,0.02
9.448606e-04,0.06
9.448608e-04,0.02
9.448610e-04,0.06
9.448612e-04,0.02
9.448614e-04,0.02
9.448616e-04,0.06
9.448618e-04,0.06
9.448620e-04,0.02
9.448622e-04,0.1
9.448624e-04,0.06
9.448626e-04,0.06
9.448628e-04,-0.02
9.448630e-04,0.02
9.448632e-04,0.1
9.448634e-04,0.06
9.448636e-04,0.06
9.448638e-04,0.02
9.448640e-04,0.02
9.448642e-04,0.02
9.448644e-04,0.02
9.448646e-04,0.02
9.448648e-04,0.02
9.448650e-04,0.02
9.448652e-04,0.02
9.448654e-04,-0.02
9.448656e-04,-0.06
9.448658e-04,0.02
9.448660e-04,0.06
9.448662e-04,0.06
9.448664e-04,0.02
9.448666e-04,0.02
9.448668e-04,0.02
9.448670e-04,0.02
9.448672e-04,0.02
9.448674e-04,0.02
9.448676e-04,0.02
9.448678e-04,0.06
9.448680e-04,0.02
9.448682e-04,0.06
9.448684e-04,0.06
9.448686e-04,0.02
9.448688e-04,0.02
9.448690e-04,0.02
9.448692e-04,0.02
9.448694e-04,0.02
9.448696e-04,0.02
9.448698e-04,0.06
9.448700e-04,0.06
9.448702e-04,0.02
9.448704e-04,0.02
9.448706e-04,0.02
9.448708e-04,0.06
9.448710e-04,0.02
9.448712e-04,0.02
9.448714e-04,0.02
9.448716e-04,0.02
9.448718e-04,0.02
9.448720e-04,0.02
9.448722e-04,0.06
9.448724e-04,0.06
9.448726e-04,-0.02
9.448728e-04,0.06
9.448730e-04,0.02
9.448732e-04,0.06
9.448734e-04,0.02
9.448736e-04,0.02
9.448738e-04,0.06
9.448740e-04,0.02
9.448742e-04,0.06
9.448744e-04,0.06
9.448746e-04,0.06
9.448748e-04,-0.02
9.448750e-04,0.06
9.448752e-04,0.02
9.448754e-04,0.02
9.448756e-04,0.06
9.448758e-04,0.06
9.448760e-04,0.02
9.448762e-04,0.06
9.448764e-04,0.02
9.448766e-04,0.02
9.448768e-04,0.02
9.448770e-04,0.02
9.448772e-04,0.02
9.448774e-04,0.02
9.448776e-04,0.02
9.448778e-04,0.02
9.448780e-04,0.02
9.448782e-04,0.02
9.448784e-04,0.02
9.448786e-04,0.02
9.448788e-04,0.02
9.448790e-04,0.02
9.448792e-04,0.02
9.448794e-04,0.06
9.448796e-04,0.06
9.448798e-04,0.06
9.448800e-04,0.02
9.448802e-04,0.02
9.448804e-04,0.02
9.448806e-04,0.02
9.448808e-04,0.02
9.448810e-04,-0.02
9.448812e-04,-0.02
9.448814e-04,0.06
9.448816e-04,0.06
9.448818e-04,0.06
9.448820e-04,-0.02
9.448822e-04,0.02
9.448824e-04,0.02
9.448826e-04,0.06
9.448828e-04,0.06
9.448830e-04,0.02
9.448832e-04,0.02
9.448834e-04,0.06
9.448836e-04,0.02
9.448838e-04,0.02
9.448840e-04,0.02
9.448842e-04,0.02
9.448844e-04,0.02
9.448846e-04,0.02
9.448848e-04,0.06
9.448850e-04,-0.02
9.448852e-04,0.02
9.448854e-04,0.02
9.448856e-04,0.02
9.448858e-04,0.02
9.448860e-04,-0.06
9.448862e-04,-0.02
9.448864e-04,0.02
9.448866e-04,-0.02
9.448868e-04,0.02
9.448870e-04,0.02
9.448872e-04,0.02
9.448874e-04,0.06
9.448876e-04,0.1
9.448878e-04,0.02
9.448880e-04,-0.02
9.448882e-04,-0.02
9.448884e-04,0.02
9.448886e-04,0.02
9.448888e-04,-0.02
9.448890e-04,0.02
9.448892e-04,0.06
9.448894e-04,0.02
9.448896e-04,0.02
9.448898e-04,0.06
9.448900e-04,0.02
9.448902e-04,0.02
9.448904e-04,0.06
9.448906e-04,0.06
9.448908e-04,0.02
9.448910e-04,0.06
9.448912e-04,0.06
9.448914e-04,0.02
9.448916e-04,0.02
9.448918e-04,0.02
9.448920e-04,0.02
9.448922e-04,0.06
9.448924e-04,0.02
9.448926e-04,-0.02
9.448928e-04,0.06
9.448930e-04,0.02
9.448932e-04,0.02
9.448934e-04,0.02
9.448936e-04,-0.02
9.448938e-04,0.06
9.448940e-04,0.02
9.448942e-04,-0.02
9.448944e-04,0.02
9.448946e-04,0.06
9.448948e-04,0.06
9.448950e-04,0.02
9.448952e-04,0.02
9.448954e-04,0.06
9.448956e-04,-0.02
9.448958e-04,0.06
9.448960e-04,0.06
9.448962e-04,0.06
9.448964e-04,0.02
9.448966e-04,-0.02
9.448968e-04,0.02
9.448970e-04,-0.02
9.448972e-04,-0.02
9.448974e-04,-0.02
9.448976e-04,-0.02
9.448978e-04,0.06
9.448980e-04,0.02
9.448982e-04,0.02
9.448984e-04,0.06
9.448986e-04,0.1
9.448988e-04,0.02
9.448990e-04,0.06
9.448992e-04,0.02
9.448994e-04,0.02
9.448996e-04,0.02
9.448998e-04,0.02
9.449000e-04,0.02
9.449002e-04,0.06
9.449004e-04,-0.02
9.449006e-04,-0.02
9.449008e-04,0.02
9.449010e-04,0.02
9.449012e-04,0.06
9.449014e-04,0.06
9.449016e-04,0.02
9.449018e-04,0.02
9.449020e-04,0.06
9.449022e-04,0.02
9.449024e-04,0.02
9.449026e-04,0.06
9.449028e-04,0.02
9.449030e-04,0.02
9.449032e-04,0.06
9.449034e-04,0.1
9.449036e-04,0.06
9.449038e-04,0.06
9.449040e-04,0.02
9.449042e-04,0.02
9.449044e-04,0.02
9.449046e-04,0.02
9.449048e-04,-0.02
9.449050e-04,0.02
9.449052e-04,0.02
9.449054e-04,0.02
9.449056e-04,0.02
9.449058e-04,-0.02
9.449060e-04,0.02
9.449062e-04,0.06
9.449064e-04,0.02
9.449066e-04,0.02
9.449068e-04,-0.02
9.449070e-04,0.02
9.449072e-04,0.02
9.449074e-04,0.02
9.449076e-04,-0.06
9.449078e-04,-0.02
9.449080e-04,0.02
9.449082e-04,0.06
9.449084e-04,0.02
9.449086e-04,0.06
9.449088e-04,0.02
9.449090e-04,0.02
9.449092e-04,0.02
9.449094e-04,0.06
9.449096e-04,0.02
9.449098e-04,0.02
9.449100e-04,-0.02
9.449102e-04,0.02
9.449104e-04,0.02
9.449106e-04,0.02
9.449108e-04,0.06
9.449110e-04,0.06
9.449112e-04,0.06
9.449114e-04,0.02
9.449116e-04,0.06
9.449118e-04,0.1
9.449120e-04,0.06
9.449122e-04,0.06
9.449124e-04,0.02
9.449126e-04,0.02
9.449128e-04,0.06
9.449130e-04,0.02
9.449132e-04,0.02
9.449134e-04,0.02
9.449136e-04,0.02
9.449138e-04,0.06
9.449140e-04,0.02
9.449142e-04,0.06
9.449144e-04,0.06
9.449146e-04,0.02
9.449148e-04,0.02
9.449150e-04,0.06
9.449152e-04,0.06
9.449154e-04,0.06
9.449156e-04,0.06
9.449158e-04,0.06
9.449160e-04,0.02
9.449162e-04,0.06
9.449164e-04,0.06
9.449166e-04,0.02
9.449168e-04,0.02
9.449170e-04,-0.02
9.449172e-04,0.02
9.449174e-04,0.02
9.449176e-04,0.06
9.449178e-04,0.06
9.449180e-04,0.06
9.449182e-04,0.06
9.449184e-04,0.02
9.449186e-04,0.02
9.449188e-04,0.02
9.449190e-04,0.02
9.449192e-04,0.02
9.449194e-04,0.06
9.449196e-04,0.06
9.449198e-04,-0.02
9.449200e-04,0.02
9.449202e-04,-0.02
9.449204e-04,0.02
9.449206e-04,0.02
9.449208e-04,0.06
9.449210e-04,0.06
9.449212e-04,0.02
9.449214e-04,0.06
9.449216e-04,-0.02
9.449218e-04,0.02
9.449220e-04,0.02
9.449222e-04,0.06
9.449224e-04,0.06
9.449226e-04,0.06
9.449228e-04,0.02
9.449230e-04,0.06
9.449232e-04,0.02
9.449234e-04,0.02
9.449236e-04,0.02
9.449238e-04,0.02
9.449240e-04,-0.02
9.449242e-04,-0.02
9.449244e-04,0.02
9.449246e-04,-0.02
9.449248e-04,-0.02
9.449250e-04,0.02
9.449252e-04,0.02
9.449254e-04,0.02
9.449256e-04,-0.02
9.449258e-04,0.02
9.449260e-04,0.02
9.449262e-04,0.06
9.449264e-04,0.06
9.449266e-04,0.02
9.449268e-04,0.02
9.449270e-04,0.06
9.449272e-04,0.02
9.449274e-04,0.02
9.449276e-04,-0.02
9.449278e-04,-0.02
9.449280e-04,0.02
9.449282e-04,0.06
9.449284e-04,0.02
9.449286e-04,0.02
9.449288e-04,0.02
9.449290e-04,0.1
9.449292e-04,0.02
9.449294e-04,0.06
9.449296e-04,0.02
9.449298e-04,0.06
9.449300e-04,0.02
9.449302e-04,0.02
9.449304e-04,0.02
9.449306e-04,0.1
9.449308e-04,0.02
9.449310e-04,0.06
9.449312e-04,-0.02
9.449314e-04,0.06
9.449316e-04,0.06
9.449318e-04,0.02
9.449320e-04,0.02
9.449322e-04,0.02
9.449324e-04,0.02
9.449326e-04,-0.02
9.449328e-04,0.02
9.449330e-04,0.06
9.449332e-04,0.02
9.449334e-04,0.02
9.449336e-04,0.02
9.449338e-04,-0.02
9.449340e-04,0.06
9.449342e-04,0.02
9.449344e-04,0.02
9.449346e-04,0.02
9.449348e-04,0.06
9.449350e-04,0.02
9.449352e-04,0.02
9.449354e-04,0.06
9.449356e-04,0.06
9.449358e-04,0.06
9.449360e-04,0.06
9.449362e-04,0.06
9.449364e-04,0.06
9.449366e-04,0.02
9.449368e-04,0.02
9.449370e-04,0.02
9.449372e-04,-0.02
9.449374e-04,-0.02
9.449376e-04,0.06
9.449378e-04,0.02
9.449380e-04,0.02
9.449382e-04,0.06
9.449384e-04,0.02
9.449386e-04,0.06
9.449388e-04,0.06
9.449390e-04,0.06
9.449392e-04,0.02
9.449394e-04,0.02
9.449396e-04,0.02
9.449398e-04,0.06
9.449400e-04,0.02
9.449402e-04,-0.02
9.449404e-04,-0.06
9.449406e-04,0.02
9.449408e-04,0.02
9.449410e-04,-0.02
9.449412e-04,0.02
9.449414e-04,0.02
9.449416e-04,0.06
9.449418e-04,0.02
9.449420e-04,0.06
9.449422e-04,0.02
9.449424e-04,0.02
9.449426e-04,0.06
9.449428e-04,0.06
9.449430e-04,0.06
9.449432e-04,0.02
9.449434e-04,0.06
9.449436e-04,0.02
9.449438e-04,0.02
9.449440e-04,0.02
9.449442e-04,0.02
9.449444e-04,-0.02
9.449446e-04,0.02
9.449448e-04,0.02
9.449450e-04,0.02
9.449452e-04,0.02
9.449454e-04,0.06
9.449456e-04,0.06
9.449458e-04,0.02
9.449460e-04,0.02
9.449462e-04,-0.02
9.449464e-04,0.06
9.449466e-04,0.02
9.449468e-04,0.06
9.449470e-04,0.02
9.449472e-04,0.02
9.449474e-04,0.02
9.449476e-04,0.06
9.449478e-04,0.06
9.449480e-04,0.02
9.449482e-04,0.06
9.449484e-04,0.02
9.449486e-04,0.06
9.449488e-04,0.02
9.449490e-04,0.06
9.449492e-04,0.06
9.449494e-04,0.1
9.449496e-04,0.06
9.449498e-04,0.06
9.449500e-04,0.02
9.449502e-04,0.06
9.449504e-04,0.06
9.449506e-04,0.06
9.449508e-04,-0.02
9.449510e-04,0.06
9.449512e-04,0.06
9.449514e-04,0.1
9.449516e-04,0.06
9.449518e-04,0.06
9.449520e-04,0.02
9.449522e-04,0.06
9.449524e-04,0.06
9.449526e-04,0.02
9.449528e-04,0.02
9.449530e-04,0.06
9.449532e-04,0.02
9.449534e-04,0.02
9.449536e-04,0.02
9.449538e-04,0.02
9.449540e-04,0.02
9.449542e-04,0.02
9.449544e-04,0.02
9.449546e-04,0.02
9.449548e-04,0.02
9.449550e-04,0.02
9.449552e-04,0.02
9.449554e-04,-0.02
9.449556e-04,0.02
9.449558e-04,0.06
9.449560e-04,0.02
9.449562e-04,0.06
9.449564e-04,0.02
9.449566e-04,0.06
9.449568e-04,0.02
9.449570e-04,0.02
9.449572e-04,0.02
9.449574e-04,-0.02
9.449576e-04,0.02
9.449578e-04,0.02
9.449580e-04,0.02
9.449582e-04,0.02
9.449584e-04,0.02
9.449586e-04,0.06
9.449588e-04,0.02
9.449590e-04,0.02
9.449592e-04,0.02
9.449594e-04,0.02
9.449596e-04,0.02
9.449598e-04,0.02
9.449600e-04,0.02
9.449602e-04,-0.02
9.449604e-04,0.06
9.449606e-04,0.06
9.449608e-04,0.06
9.449610e-04,-0.02
9.449612e-04,0.02
9.449614e-04,0.02
9.449616e-04,0.02
9.449618e-04,0.06
9.449620e-04,0.06
9.449622e-04,0.06
9.449624e-04,0.02
9.449626e-04,0.02
9.449628e-04,0.02
9.449630e-04,-0.02
9.449632e-04,-0.02
9.449634e-04,0.02
9.449636e-04,0.02
9.449638e-04,0.06
9.449640e-04,0.06
9.449642e-04,0.06
9.449644e-04,0.06
9.449646e-04,-0.02
9.449648e-04,0.06
9.449650e-04,0.06
9.449652e-04,0.02
9.449654e-04,-0.02
9.449656e-04,0.02
9.449658e-04,0.02
9.449660e-04,0.06
9.449662e-04,0.02
9.449664e-04,0.06
9.449666e-04,0.06
9.449668e-04,0.02
9.449670e-04,0.02
9.449672e-04,-0.02
9.449674e-04,0.02
9.449676e-04,0.06
9.449678e-04,0.02
9.449680e-04,0.06
9.449682e-04,0.1
9.449684e-04,0.1
9.449686e-04,0.02
9.449688e-04,0.06
9.449690e-04,0.06
9.449692e-04,0.06
9.449694e-04,0.06
9.449696e-04,-0.02
9.449698e-04,-0.02
9.449700e-04,0.06
9.449702e-04,0.02
9.449704e-04,0.02
9.449706e-04,0.02
9.449708e-04,0.02
9.449710e-04,0.02
9.449712e-04,0.02
9.449714e-04,0.02
9.449716e-04,0.02
9.449718e-04,0.02
9.449720e-04,0.02
9.449722e-04,0.06
9.449724e-04,0.06
9.449726e-04,0.06
9.449728e-04,0.02
9.449730e-04,0.06
9.449732e-04,0.02
9.449734e-04,-0.02
9.449736e-04,0.06
9.449738e-04,0.06
9.449740e-04,0.02
9.449742e-04,-0.02
9.449744e-04,0.02
9.449746e-04,0.02
9.449748e-04,0.02
9.449750e-04,0.06
9.449752e-04,0.02
9.449754e-04,0.06
9.449756e-04,0.02
9.449758e-04,0.02
9.449760e-04,0.06
9.449762e-04,0.06
9.449764e-04,0.02
9.449766e-04,0.06
9.449768e-04,0.02
9.449770e-04,0.06
9.449772e-04,0.02
9.449774e-04,0.1
9.449776e-04,0.02
9.449778e-04,0.1
9.449780e-04,0.02
9.449782e-04,0.02
9.449784e-04,0.02
9.449786e-04,0.02
9.449788e-04,0.02
9.449790e-04,0.06
9.449792e-04,0.02
9.449794e-04,-0.02
9.449796e-04,0.02
9.449798e-04,0.02
9.449800e-04,0.06
9.449802e-04,0.1
9.449804e-04,0.02
9.449806e-04,0.06
9.449808e-04,0.06
9.449810e-04,0.02
9.449812e-04,0.02
9.449814e-04,-0.02
9.449816e-04,0.02
9.449818e-04,0.02
9.449820e-04,0.02
9.449822e-04,0.06
9.449824e-04,0.1
9.449826e-04,0.02
9.449828e-04,0.06
9.449830e-04,0.02
9.449832e-04,0.02
9.449834e-04,0.06
9.449836e-04,0.02
9.449838e-04,0.06
9.449840e-04,0.02
9.449842e-04,0.02
9.449844e-04,0.02
9.449846e-04,0.02
9.449848e-04,-0.02
9.449850e-04,0.02
9.449852e-04,0.02
9.449854e-04,0.06
9.449856e-04,0.06
9.449858e-04,0.06
9.449860e-04,0.02
9.449862e-04,0.06
9.449864e-04,0.06
9.449866e-04,0.02
9.449868e-04,0.06
9.449870e-04,0.02
9.449872e-04,-0.02
9.449874e-04,0.02
9.449876e-04,0.02
9.449878e-04,0.02
9.449880e-04,0.02
9.449882e-04,0.02
9.449884e-04,0.02
9.449886e-04,0.02
9.449888e-04,0.02
9.449890e-04,0.06
9.449892e-04,0.02
9.449894e-04,0.02
9.449896e-04,0.02
9.449898e-04,0.06
9.449900e-04,0.02
9.449902e-04,0.06
9.449904e-04,0.02
9.449906e-04,0.06
9.449908e-04,0.06
9.449910e-04,0.02
9.449912e-04,0.02
9.449914e-04,0.02
9.449916e-04,0.02
9.449918e-04,0.02
9.449920e-04,-0.02
9.449922e-04,0.02
9.449924e-04,0.06
9.449926e-04,0.02
9.449928e-04,0.02
9.449930e-04,0.02
9.449932e-04,0.02
9.449934e-04,0.02
9.449936e-04,0.02
9.449938e-04,0.02
9.449940e-04,0.02
9.449942e-04,0.06
9.449944e-04,0.02
9.449946e-04,0.06
9.449948e-04,0.02
9.449950e-04,0.06
9.449952e-04,0.06
9.449954e-04,0.06
9.449956e-04,0.02
9.449958e-04,0.02
9.449960e-04,0.06
9.449962e-04,0.02
9.449964e-04,0.02
9.449966e-04,0.02
9.449968e-04,0.06
9.449970e-04,0.02
9.449972e-04,0.02
9.449974e-04,-0.02
9.449976e-04,0.02
9.449978e-04,0.02
9.449980e-04,0.02
9.449982e-04,0.06
9.449984e-04,0.06
9.449986e-04,0.02
9.449988e-04,0.02
9.449990e-04,-0.02
9.449992e-04,0.02
9.449994e-04,0.02
9.449996e-04,0.02
9.449998e-04,0.02
9.450000e-04,0.02
9.450002e-04,0.02
9.450004e-04,0.06
9.450006e-04,0.02
9.450008e-04,0.06
9.450010e-04,0.1
9.450012e-04,0.06
9.450014e-04,0.1
9.450016e-04,0.06
9.450018e-04,0.06
9.450020e-04,0.02
9.450022e-04,0.06
9.450024e-04,0.06
9.450026e-04,0.06
9.450028e-04,0.02
9.450030e-04,-0.02
9.450032e-04,-0.02
9.450034e-04,0.06
9.450036e-04,-0.02
9.450038e-04,0.06
9.450040e-04,0.02
9.450042e-04,0.06
9.450044e-04,-0.02
9.450046e-04,0.02
9.450048e-04,0.02
9.450050e-04,0.02
9.450052e-04,0.02
9.450054e-04,0.02
9.450056e-04,0.02
9.450058e-04,0.06
9.450060e-04,0.06
9.450062e-04,0.06
9.450064e-04,0.02
9.450066e-04,0.02
9.450068e-04,0.02
9.450070e-04,0.02
9.450072e-04,0.06
9.450074e-04,0.02
9.450076e-04,0.02
9.450078e-04,0.06
9.450080e-04,-0.02
9.450082e-04,0.06
9.450084e-04,0.06
9.450086e-04,0.06
9.450088e-04,0.06
9.450090e-04,0.06
9.450092e-04,0.06
9.450094e-04,0.06
9.450096e-04,0.02
9.450098e-04,0.06
9.450100e-04,0.06
9.450102e-04,0.06
9.450104e-04,-0.02
9.450106e-04,0.02
9.450108e-04,0.02
9.450110e-04,0.06
9.450112e-04,0.06
9.450114e-04,0.02
9.450116e-04,0.02
9.450118e-04,0.06
9.450120e-04,0.06
9.450122e-04,0.06
9.450124e-04,-0.02
9.450126e-04,-0.02
9.450128e-04,0.02
9.450130e-04,0.06
9.450132e-04,0.02
9.450134e-04,0.02
9.450136e-04,0.02
9.450138e-04,0.06
9.450140e-04,-0.02
9.450142e-04,0.02
9.450144e-04,0.02
9.450146e-04,0.06
9.450148e-04,0.06
9.450150e-04,0.1
9.450152e-04,0.06
9.450154e-04,0.06
9.450156e-04,0.02
9.450158e-04,0.02
9.450160e-04,0.06
9.450162e-04,0.06
9.450164e-04,0.02
9.450166e-04,-0.02
9.450168e-04,-0.02
9.450170e-04,-0.02
9.450172e-04,0.02
9.450174e-04,0.02
9.450176e-04,0.02
9.450178e-04,0.02
9.450180e-04,0.02
9.450182e-04,0.02
9.450184e-04,0.02
9.450186e-04,0.02
9.450188e-04,0.02
9.450190e-04,0.02
9.450192e-04,0.06
9.450194e-04,0.06
9.450196e-04,0.06
9.450198e-04,0.02
9.450200e-04,-0.02
9.450202e-04,0.02
9.450204e-04,-0.02
9.450206e-04,0.02
9.450208e-04,-0.02
9.450210e-04,-0.02
9.450212e-04,0.02
9.450214e-04,0.06
9.450216e-04,0.02
9.450218e-04,0.02
9.450220e-04,0.02
9.450222e-04,0.06
9.450224e-04,0.02
9.450226e-04,0.1
9.450228e-04,0.02
9.450230e-04,0.02
9.450232e-04,0.02
9.450234e-04,0.06
9.450236e-04,0.1
9.450238e-04,0.06
9.450240e-04,0.02
9.450242e-04,0.02
9.450244e-04,0.02
9.450246e-04,0.02
9.450248e-04,0.02
9.450250e-04,0.02
9.450252e-04,0.02
9.450254e-04,0.02
9.450256e-04,0.06
9.450258e-04,0.06
9.450260e-04,0.06
9.450262e-04,0.06
9.450264e-04,0.06
9.450266e-04,0.02
9.450268e-04,-0.06
9.450270e-04,-0.02
9.450272e-04,0.02
9.450274e-04,0.06
9.450276e-04,0.02
9.450278e-04,0.06
9.450280e-04,0.06
9.450282e-04,0.02
9.450284e-04,0.02
9.450286e-04,0.06
9.450288e-04,0.02
9.450290e-04,0.02
9.450292e-04,0.02
9.450294e-04,0.02
9.450296e-04,0.02
9.450298e-04,0.06
9.450300e-04,0.06
9.450302e-04,0.02
9.450304e-04,0.06
9.450306e-04,0.02
9.450308e-04,0.02
9.450310e-04,-0.02
9.450312e-04,-0.06
9.450314e-04,0.02
9.450316e-04,0.02
9.450318e-04,0.02
9.450320e-04,0.02
9.450322e-04,-0.02
9.450324e-04,0.02
9.450326e-04,0.06
9.450328e-04,0.02
9.450330e-04,0.02
9.450332e-04,-0.02
9.450334e-04,-0.02
9.450336e-04,-0.06
9.450338e-04,-0.02
9.450340e-04,-0.02
9.450342e-04,0.02
9.450344e-04,0.02
9.450346e-04,0.02
9.450348e-04,0.06
9.450350e-04,0.06
9.450352e-04,0.02
9.450354e-04,0.02
9.450356e-04,0.02
9.450358e-04,0.06
9.450360e-04,0.06
9.450362e-04,0.02
9.450364e-04,0.06
9.450366e-04,0.1
9.450368e-04,0.02
9.450370e-04,0.02
9.450372e-04,0.06
9.450374e-04,0.06
9.450376e-04,0.06
9.450378e-04,0.02
9.450380e-04,0.02
9.450382e-04,0.02
9.450384e-04,0.06
9.450386e-04,0.1
9.450388e-04,0.02
9.450390e-04,0.02
9.450392e-04,0.06
9.450394e-04,0.02
9.450396e-04,0.02
9.450398e-04,0.02
9.450400e-04,0.02
9.450402e-04,0.02
9.450404e-04,0.06
9.450406e-04,0.06
9.450408e-04,0.06
9.450410e-04,0.06
9.450412e-04,0.06
9.450414e-04,0.1
9.450416e-04,0.06
9.450418e-04,0.02
9.450420e-04,-0.02
9.450422e-04,0.06
9.450424e-04,0.06
9.450426e-04,0.02
9.450428e-04,0.02
9.450430e-04,0.02
9.450432e-04,0.02
9.450434e-04,-0.02
9.450436e-04,0.02
9.450438e-04,0.02
9.450440e-04,0.02
9.450442e-04,0.02
9.450444e-04,0.02
9.450446e-04,0.02
9.450448e-04,0.02
9.450450e-04,0.02
9.450452e-04,0.02
9.450454e-04,0.02
9.450456e-04,0.02
9.450458e-04,0.06
9.450460e-04,0.06
9.450462e-04,0.1
9.450464e-04,0.02
9.450466e-04,0.02
9.450468e-04,0.06
9.450470e-04,0.06
9.450472e-04,0.06
9.450474e-04,-0.02
9.450476e-04,-0.02
9.450478e-04,0.06
9.450480e-04,0.02
9.450482e-04,0.02
9.450484e-04,0.02
9.450486e-04,0.02
9.450488e-04,0.02
9.450490e-04,0.06
9.450492e-04,-0.02
9.450494e-04,0.02
9.450496e-04,0.06
9.450498e-04,0.06
9.450500e-04,0.06
9.450502e-04,0.06
9.450504e-04,0.02
9.450506e-04,0.02
9.450508e-04,0.02
9.450510e-04,0.02
9.450512e-04,-0.02
9.450514e-04,-0.02
9.450516e-04,0.02
9.450518e-04,0.06
9.450520e-04,0.02
9.450522e-04,0.06
9.450524e-04,0.02
9.450526e-04,0.06
9.450528e-04,0.06
9.450530e-04,0.02
9.450532e-04,0.06
9.450534e-04,0.06
9.450536e-04,0.02
9.450538e-04,0.02
9.450540e-04,-0.02
9.450542e-04,0.06
9.450544e-04,0.1
9.450546e-04,0.02
9.450548e-04,0.02
9.450550e-04,0.06
9.450552e-04,0.02
9.450554e-04,0.02
9.450556e-04,0.02
9.450558e-04,0.06
9.450560e-04,0.06
9.450562e-04,0.02
9.450564e-04,0.02
9.450566e-04,0.02
9.450568e-04,0.02
9.450570e-04,0.02
9.450572e-04,0.02
9.450574e-04,0.02
9.450576e-04,0.02
9.450578e-04,0.06
9.450580e-04,0.02
9.450582e-04,0.02
9.450584e-04,0.02
9.450586e-04,0.02
9.450588e-04,0.06
9.450590e-04,0.02
9.450592e-04,-0.02
9.450594e-04,0.06
9.450596e-04,0.02
9.450598e-04,0.02
9.450600e-04,0.06
9.450602e-04,0.02
9.450604e-04,0.02
9.450606e-04,0.06
9.450608e-04,0.06
9.450610e-04,0.02
9.450612e-04,0.06
9.450614e-04,0.02
9.450616e-04,0.02
9.450618e-04,0.06
9.450620e-04,-0.02
9.450622e-04,0.02
9.450624e-04,0.02
9.450626e-04,-0.02
9.450628e-04,0.02
9.450630e-04,0.02
9.450632e-04,0.06
9.450634e-04,0.06
9.450636e-04,0.02
9.450638e-04,0.02
9.450640e-04,0.02
9.450642e-04,0.02
9.450644e-04,0.02
9.450646e-04,0.02
9.450648e-04,0.06
9.450650e-04,0.02
9.450652e-04,0.02
9.450654e-04,0.02
9.450656e-04,-0.02
9.450658e-04,0.02
9.450660e-04,-0.02
9.450662e-04,0.02
9.450664e-04,0.06
9.450666e-04,0.06
9.450668e-04,0.02
9.450670e-04,0.06
9.450672e-04,0.02
9.450674e-04,0.02
